chunk_id,source_file,doc_group,doc_type,chunk_type,section,question,page_start,page_end,char_count,content_preview
a32fa65336e545a8bc8a307a28ba042d,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,policy_section,,,1,1,786,2026年05月27日  星期三  下午好！ 国家公务员局中央机关及其直属机构2026年度考试录用公务员专题首页 > 招考公告 > 重要通知中央机关及其直属机构2026年度考试录用公务员 报名确认及准考证打印咨询电话发布日期：2025-10-31考务咨询电话010－87901866、84237602、84237802咨询时间：2025年10月27日至11月30日，工作日8:30－17:00报名确认及准考证打印技术咨询电话010－87901966、0531－6668072...
5d7c948b76ad46f5b2392e5e0618d31f,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,policy_section,,,2,2,1026,江苏省人事考试中心025-83236085南京市中山北路49号机械大厦28楼浙江省社会保险和就业服务中心人事考试院0571-88396764、88396765浙江省杭州市上城区佑圣观路74-1号安徽省人事考试院0551-63457903合肥市徽州大道与太湖路交口恒生阳光城8号写字楼4楼福建省人事考试中心0591-87670230福建省福州市鼓楼区东大路36号人才大厦13楼江西省人事考试中心0791-12333南昌市青山湖区江大南路19号山东省人事考试中心0531-889...
79de84787e72458aa74c799ec056edeb,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,semantic_text,,,3,3,54,[关闭本页]版权所有：国家公务员局网站所有：国家公务员局京ICP备09079694号-6返回顶部咨询电话<<
be5f4a13734347dba4b78815a43e32a5,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,table_summary,,,1,1,123,表头列：首页、招考公告、政策法规 常见问题 相关下载 公告公示 个人中心  表格结构： | 首页 | 招考公告 | 政策法规 常见问题 相关下载 公告公示 个人中心 | | --- | --- | --- | |  | None | None |
5ab721d8a9f0412cba70ed06217f6760,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,table_row,,,1,1,43,首页：；招考公告：None；政策法规 常见问题 相关下载 公告公示 个人中心：None
256c9378772e4e39946a6f6d9896cbac,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,table_summary,,,1,1,674,表头列：各省（区、市）人事考试机构咨询电话和联系地址 咨询时间：2025年10月31日至11月30日，工作日8:30－17:00、None、None  表格结构： | 各省（区、市）人事考试机构咨询电话和联系地址 咨询时间：2025年10月31日至11月30日，工作日8:30－17:00 | None | None | | --- | --- | --- | | 机构名称 | 咨询电话 | 地址 | | 北京市人事考评办公室 | 010-12333 | 北京市海淀区莲花...
e805eefe8f9e49d3a5cf70854d30fa82,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,table_row,,,1,1,83,各省（区、市）人事考试机构咨询电话和联系地址 咨询时间：2025年10月31日至11月30日，工作日8:30－17:00：机构名称；None：咨询电话；None：地址
9a908e6efc4e4d269d859646342bc2cf,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,table_row,,,1,1,104,各省（区、市）人事考试机构咨询电话和联系地址 咨询时间：2025年10月31日至11月30日，工作日8:30－17:00：北京市人事考评办公室；None：010-12333；None：北京市海淀区莲花苑3号楼
6fbfc9fa064a417d8f9259d5f888d2d5,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,table_row,,,1,1,104,各省（区、市）人事考试机构咨询电话和联系地址 咨询时间：2025年10月31日至11月30日，工作日8:30－17:00：天津市人才考评中心；None：022-12333；None：天津市河西区黑牛城道40号
e16a7bfba8d84665935087a8bf93c7d6,..\data\考务咨询电话.pdf,exam_affairs_qa,other_policy,table_row,,,1,1,128,各省（区、市）人事考试机构咨询电话和联系地址 咨询时间：2025年10月31日至11月30日，工作日8:30－17:00：河北省人事考试中心；None：0311-69053400、69053411；None：河北省石家庄市桥西区站前 街6号汇文大酒店14层
