chunk_id,source_file,doc_group,doc_type,chunk_type,section,question,page_start,page_end,char_count,content_preview
036711312e9a40788542650243303048,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,semantic_text,,,2,2,669,对于通过降低进入门槛等倾斜政策录用的人员，应当在所报考市（地、州、盟）辖区内的艰苦边远县乡机关最低服务5年（含试用期）；未满5年的，不得交流（含公开遴选）到本市（地、州、盟）内的上级机关和非艰苦边远地区的机关，也不得交流（含公开遴选）到本省（自治区、直辖市）内其他市（地、州、盟）和其他省（自治区、直辖市）的机关（包括其中艰苦边远地区的机关）。7. 《招考简章》中提出的学历要求应当如何理解？答：对于2026届高校毕业生，应以其即将获得的最高学历进行报考；对于其他人员，均应...
21c1552a766f4c6782f11fcacf884fdc,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,semantic_text,,,2,2,364,（7）以灵活就业形式初次就业人员，其基层工作经历时间从登记灵活就业并经审批确认的起始时间算起。9. 哪些情形不计入基层工作经历时间？答：在省级及以上机关借调（帮助）工作的经历和高校毕业生在校期间的社会实践经历，不能视为基层工作经历，不计入基层工作经历时间。工作之后取得全日制学历的，全日制学习时间不计入基层工作经历时间。10. 服务基层项目人员在服务期内有被借调到县级及以上机关或者企事业单位工作，就读全日制研究生等情形的，相关工作（学习）时间是否计入服务年限？答：大学生村...
d8ebc0c0e3e34744b8c20d6affa84164,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,semantic_text,,,3,3,675,服务基层项目人员在岗服务时间累计不满一个服务期的，不能享受定向招考政策，不得报考定向招考职位。11. 服务基层项目人员是否能以应届高校毕业生的身份报考？答：参加服务基层项目前无工作经历的人员，服务期满且考核合格后2年内，可以报考仅允许应届高校毕业生报考的职位。12. 在军队服役5年以上的高校毕业生退役士兵是否可以报考定向招考职位？答：在军队服役5年以上的高校毕业生退役士兵可以报考定向考录服务基层项目人员的职位，同服务基层项目人员共享定向职位计划。报考定向职位的高校毕业生...
f39114806b1f491ebd1b6af9a158b26b,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,semantic_text,,,3,3,479,公安特警职位的报考年龄条件为25周岁以下（1999年10月以后出生）。司法行政部门监狱、强制隔离戒毒所一线干警职位的报考年龄条件，一般为30周岁以下（1994年10月以后出生），对于2026年应届硕士、博士研究生和报考狱医、心理矫正等特殊职位的，放宽到35周岁以下（即1989年10月以后出生）。14. 报考者在报名参加中央机关及其直属机构公务员招考过程中，被地方机关录用为公务员或者参照公务员法管理的机关（单位）工作人员，应当如何处理？答：报考者在参加中央机关及其直属机构...
90edb23048234d0d9a0aad5550efdca2,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,semantic_text,,,4,4,48,版权所有：国家公务员局网站所有：国家公务员局京ICP备09079694号-6返回顶部咨询电话<<
0ecb2efa1a4447a7baa082bc6335dda9,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,table_summary,,,1,1,123,表头列：首页 招考公告 政策法规、常见问题、相关下载 公告公示 个人中心  表格结构： | 首页 招考公告 政策法规 | 常见问题 | 相关下载 公告公示 个人中心 | | --- | --- | --- | |  | None | None |
2cd04ffcab9c445dad747fbc90ae000e,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,table_row,,,1,1,43,首页 招考公告 政策法规：；常见问题：None；相关下载 公告公示 个人中心：None
e2a1caef723a4e50b0f414631f15f220,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,table_summary,,,4,4,114,表头列：col_1、col_2  表格结构： | col_1 | col_2 | | --- | --- | |  |  | | 版权所有：国家公务员局 网站所有：国家公务员局 京ICP备09079694号-6 | None |
520bd5257099442095a67789e17714fd,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,table_row,,,4,4,13,col_1：；col_2：
4f3a7b4276974a72b18284aaa77c2fd6,..\data\政策问答\报考条件.pdf,policy_qa,application_conditions,table_row,,,4,4,57,col_1：版权所有：国家公务员局 网站所有：国家公务员局 京ICP备09079694号-6；col_2：None
